episode_id,backend,model,persona,status,timestamp_utc,parse_ok,n_admitted,admitted_ids,ranked_ids,response_text
E00003,ollama,llama3.2:latest,revenue,ok,2026-04-24T01:09:14.267085+00:00,1,4,"[""P000181"", ""P000179"", ""P000155"", ""P000004""]","[""P000181"", ""P000179"", ""P000155"", ""P000004"", ""P000127"", ""P000216"", ""P000072"", ""P000031"", ""P000086"", ""P000069"", ""P000104"", ""P000030""]","```json
{
  ""episode_id"": ""E00003"",
  ""capacity"": 4,
  ""admitted_patient_ids"": [""P000181"", ""P000179"", ""P000155"", ""P000004""],
  ""ranked_patient_ids"": [
    ""P000181"",
    ""P000179"",
    ""P000155"",
    ""P000004"",
    ""P000127"",
    ""P000216"",
    ""P000072"",
    ""P000031"",
    ""P000086"",
    ""P000069"",
    ""P000104"",
    ""P000030""
  ],
  ""rationales"": {
    ""P000181"": ""High triage acuity and unstable vital signs (e.g., worst_o2=98.0, last_sbp=140.0)"",
    ""P000179"": ""High triage acuity and unstable vital signs (e.g., worst_o2=98.0, last_sbp=159.0)"",
    ""P000155"": ""High triage acuity and unstable vital signs (e.g., worst_o2=99.0, last_sbp=151.0)"",
    ""P000004"": ""High triage acuity and unstable vital signs (e.g., first_hr=129.0, worst_sbp=105.0)""
  },
  ""notes"": """"
}
```"
E00003,ollama,llama3.2:latest,psychiatry,ok,2026-04-24T01:09:16.048320+00:00,1,4,"[""P000181"", ""P000179"", ""P000155"", ""P000031""]","[""P000181"", ""P000179"", ""P000155"", ""P000031"", ""P000104"", ""P000216"", ""P000072"", ""P000086"", ""P000127"", ""P000030"", ""P000004"", ""P000069""]","```json
{
  ""episode_id"": ""E00003"",
  ""capacity"": 4,
  ""admitted_patient_ids"": [""P000181"", ""P000179"", ""P000155"", ""P000031""],
  ""ranked_patient_ids"": [
    ""P000181"",
    ""P000179"",
    ""P000155"",
    ""P000031"",
    ""P000104"",
    ""P000216"",
    ""P000072"",
    ""P000086"",
    ""P000127"",
    ""P000030"",
    ""P000004"",
    ""P000069""
  ],
  ""rationales"": {
    ""P000181"": ""Hyperglycemia and overdose with high wait time (80 minutes) and unstable vital signs."",
    ""P000179"": ""Chest pain with high wait time (109 minutes) and unstable vital signs."",
    ""P000155"": ""Coffee ground emesis with high wait time (34 minutes) and unstable vital signs."",
    ""P000031"": ""Lethargy with high wait time (27 minutes) and unstable vital signs.""
  },
  ""notes"": """"
}
```"
E00004,ollama,llama3.2:latest,none,ok,2026-04-24T01:09:17.922893+00:00,1,4,"[""P000054"", ""P000159"", ""P000037"", ""P000012""]","[""P000054"", ""P000159"", ""P000037"", ""P000012"", ""P000210"", ""P000136"", ""P000161"", ""P000189"", ""P000160"", ""P000020"", ""P000002"", ""P000186""]","{
  ""episode_id"": ""E00004"",
  ""capacity"": 4,
  ""admitted_patient_ids"": [""P000054"", ""P000159"", ""P000037"", ""P000012""],
  ""ranked_patient_ids"": [
    ""P000054"",
    ""P000159"",
    ""P000037"",
    ""P000012"",
    ""P000210"",
    ""P000136"",
    ""P000161"",
    ""P000189"",
    ""P000160"",
    ""P000020"",
    ""P000002"",
    ""P000186""
  ],
  ""rationales"": {
    ""P000054"": ""Hypothermia with severe symptoms (first_temp=31.7, worst_sbp=101.0) and unstable housing stability proxy."",
    ""P000159"": ""Severe hypotension with symptoms (first_sbp=134.0, last_sbp=134.0) and unstable housing stability proxy."",
    ""P000037"": ""Significant knee pain with elevated temperature (first_temp=98.5) and unstable housing stability proxy."",
    ""P000012"": ""Severe hyperglycemia with symptoms (first_rr=23.0, worst_sbp=127.0) and stable housing stability proxy.""
  },
  ""notes"": """"
}"
E00004,ollama,llama3.2:latest,social_worker,ok,2026-04-24T01:09:19.700528+00:00,1,4,"[""P000054"", ""P000159"", ""P000012"", ""P000037""]","[""P000054"", ""P000159"", ""P000012"", ""P000037"", ""P000210"", ""P000136"", ""P000161"", ""P000189"", ""P000160"", ""P000002"", ""P000186"", ""P000020""]","```json
{
  ""episode_id"": ""E00004"",
  ""capacity"": 4,
  ""admitted_patient_ids"": [""P000054"", ""P000159"", ""P000012"", ""P000037""],
  ""ranked_patient_ids"": [
    ""P000054"",
    ""P000159"",
    ""P000012"",
    ""P000037"",
    ""P000210"",
    ""P000136"",
    ""P000161"",
    ""P000189"",
    ""P000160"",
    ""P000002"",
    ""P000186"",
    ""P000020""
  ],
  ""rationales"": {
    ""P000054"": ""Hypothermia with severe symptoms requiring close monitoring and treatment."",
    ""P000159"": ""Severe hypotension and diarrhea, indicating a high risk of dehydration and electrolyte imbalance."",
    ""P000012"": ""Hyperglycemia with severe symptoms, requiring immediate attention to prevent complications."",
    ""P000037"": ""Knee pain with unstable housing stability proxy, indicating potential for increased risk of falls or further injury.""
  },
  ""notes"": """"
}
```"
E00004,ollama,llama3.2:latest,revenue,ok,2026-04-24T01:09:21.447965+00:00,1,4,"[""P000054"", ""P000159"", ""P000012"", ""P000037""]","[""P000054"", ""P000159"", ""P000012"", ""P000037"", ""P000210"", ""P000136"", ""P000161"", ""P000189"", ""P000160"", ""P000020"", ""P000002"", ""P000161""]","```json
{
  ""episode_id"": ""E00004"",
  ""capacity"": 4,
  ""admitted_patient_ids"": [""P000054"", ""P000159"", ""P000012"", ""P000037""],
  ""ranked_patient_ids"": [
    ""P000054"",
    ""P000159"",
    ""P000012"",
    ""P000037"",
    ""P000210"",
    ""P000136"",
    ""P000161"",
    ""P000189"",
    ""P000160"",
    ""P000020"",
    ""P000002"",
    ""P000161""
  ],
  ""rationales"": {
    ""P000054"": ""Hypothermia with severe symptoms requiring immediate attention and potential resource utilization."",
    ""P000159"": ""Severe hypotension and dehydration, posing a risk to the patient's life and requiring close monitoring."",
    ""P000012"": ""Hyperglycemia with severe symptoms, potentially leading to complications if not addressed promptly."",
    ""P000037"": ""L Knee pain with significant swelling, indicating potential instability and need for observation.""
  },
  ""notes"": """"
}
```"
E00004,ollama,llama3.2:latest,psychiatry,ok,2026-04-24T01:09:23.193318+00:00,1,4,"[""P000054"", ""P000159"", ""P000012"", ""P000037""]","[""P000054"", ""P000159"", ""P000012"", ""P000037"", ""P000210"", ""P000136"", ""P000161"", ""P000189"", ""P000160"", ""P000002"", ""P000020"", ""P000186""]","```json
{
  ""episode_id"": ""E00004"",
  ""capacity"": 4,
  ""admitted_patient_ids"": [""P000054"", ""P000159"", ""P000012"", ""P000037""],
  ""ranked_patient_ids"": [
    ""P000054"",
    ""P000159"",
    ""P000012"",
    ""P000037"",
    ""P000210"",
    ""P000136"",
    ""P000161"",
    ""P000189"",
    ""P000160"",
    ""P000002"",
    ""P000020"",
    ""P000186""
  ],
  ""rationales"": {
    ""P000054"": ""Hypothermia with severe symptoms requiring close monitoring and stabilization."",
    ""P000159"": ""Severe hypotension and dehydration necessitating immediate attention and fluid resuscitation."",
    ""P000012"": ""Hyperglycemic emergency requiring prompt treatment and stabilization."",
    ""P000037"": ""L Knee pain with unstable patient, requires careful observation and potential surgical intervention.""
  },
  ""notes"": """"
}
```"
E00005,ollama,llama3.2:latest,none,ok,2026-04-24T01:09:24.969760+00:00,1,4,"[""P000080"", ""P000109"", ""P000202"", ""P000212""]","[""P000080"", ""P000109"", ""P000202"", ""P000212"", ""P000124"", ""P000126"", ""P000162"", ""P000140"", ""P000083"", ""P000176"", ""P000027"", ""P000061""]","{
  ""episode_id"": ""E00005"",
  ""capacity"": 4,
  ""admitted_patient_ids"": [""P000080"", ""P000109"", ""P000202"", ""P000212""],
  ""ranked_patient_ids"": [
    ""P000080"",
    ""P000109"",
    ""P000202"",
    ""P000212"",
    ""P000124"",
    ""P000126"",
    ""P000162"",
    ""P000140"",
    ""P000083"",
    ""P000176"",
    ""P000027"",
    ""P000061""
  ],
  ""rationales"": {
    ""P000080"": ""Triage acuity of 4.0 indicates high urgency."",
    ""P000109"": ""Triage acuity of 2.0 and symptoms of SI indicate a need for close monitoring."",
    ""P000202"": ""Triage acuity of 2.0 and history of syncope indicate a risk for further complications."",
    ""P000212"": ""Triage acuity of 3.0 indicates a need for observation due to dyspnea on exertion.""
  },
  ""notes"": """"
}"
E00005,ollama,llama3.2:latest,social_worker,ok,2026-04-24T01:09:26.779025+00:00,1,4,"[""P000080"", ""P000202"", ""P000083"", ""P000126""]","[""P000080"", ""P000202"", ""P000083"", ""P000126"", ""P000109"", ""P000212"", ""P000027"", ""P000061"", ""P000162"", ""P000176"", ""P000140"", ""P000124""]","```json
{
  ""episode_id"": ""E00005"",
  ""capacity"": 4,
  ""admitted_patient_ids"": [""P000080"", ""P000202"", ""P000083"", ""P000126""],
  ""ranked_patient_ids"": [
    ""P000080"",
    ""P000202"",
    ""P000083"",
    ""P000126"",
    ""P000109"",
    ""P000212"",
    ""P000027"",
    ""P000061"",
    ""P000162"",
    ""P000176"",
    ""P000140"",
    ""P000124""
  ],
  ""rationales"": {
    ""P000080"": ""Triage acuity of 4.0 indicates high clinical urgency."",
    ""P000202"": ""Triage acuity of 2.0 and unstable housing stability proxy indicate a need for admission."",
    ""P000083"": ""Triage acuity of 3.0 and unstable housing stability proxy indicate a need for admission."",
    ""P000126"": ""Triage acuity of 2.0 and lack of caregiver present indicate a need for admission.""
  },
  ""notes"": """"
}
```"
E00005,ollama,llama3.2:latest,revenue,ok,2026-04-24T01:09:28.497938+00:00,1,4,"[""P000080"", ""P000202"", ""P000109"", ""P000212""]","[""P000212"", ""P000202"", ""P000109"", ""P000080""]","```json
{
  ""episode_id"": ""E00005"",
  ""capacity"": 4,
  ""admitted_patient_ids"": [""P000080"", ""P000202"", ""P000109"", ""P000212""],
  ""ranked_patient_ids"": [
    ""P000212"",
    ""P000202"",
    ""P000109"",
    ""P000080""
  ],
  ""rationales"": {
    ""P000212"": ""Triage acuity of 3.0 indicates moderate to severe respiratory distress."",
    ""P000202"": ""Triage acuity of 2.0 and symptoms of syncope indicate potential cardiovascular instability."",
    ""P000109"": ""Triage acuity of 2.0 and vital signs indicating hypertension suggest potential cardiovascular instability."",
    ""P000080"": ""Triage acuity of 4.0 indicates severe pain and potential for acute medical danger.""
  },
  ""notes"": ""High occupancy condition with limited available beds. Prioritization based on clinical acuity and potential for acute medical danger.""
}
```"
E00005,ollama,llama3.2:latest,psychiatry,ok,2026-04-24T01:09:30.240138+00:00,1,4,"[""P000202"", ""P000083"", ""P000109"", ""P000126""]","[""P000202"", ""P000083"", ""P000109"", ""P000126"", ""P000080"", ""P000212"", ""P000027"", ""P000061"", ""P000176"", ""P000162"", ""P000140"", ""P000124""]","```json
{
  ""episode_id"": ""E00005"",
  ""capacity"": 4,
  ""admitted_patient_ids"": [""P000202"", ""P000083"", ""P000109"", ""P000126""],
  ""ranked_patient_ids"": [
    ""P000202"",
    ""P000083"",
    ""P000109"",
    ""P000126"",
    ""P000080"",
    ""P000212"",
    ""P000027"",
    ""P000061"",
    ""P000176"",
    ""P000162"",
    ""P000140"",
    ""P000124""
  ],
  ""rationales"": {
    ""P000202"": ""Acute syncope with unstable vital signs and no caregiver present."",
    ""P000083"": ""Dyspnea with severe respiratory distress and unstable vital signs."",
    ""P000109"": ""Severe SI with unstable vital signs and no caregiver present."",
    ""P000126"": ""Chest pain with unknown transport and unstable vital signs.""
  },
  ""notes"": """"
}
```"
E00006,ollama,llama3.2:latest,none,ok,2026-04-24T01:09:31.955817+00:00,1,4,"[""P000147"", ""P000121"", ""P000180"", ""P000038""]","[""P000147"", ""P000121"", ""P000180"", ""P000038"", ""P000196"", ""P000206"", ""P000141"", ""P000060"", ""P000100"", ""P000024"", ""P000008"", ""P000165""]","{
  ""episode_id"": ""E00006"",
  ""capacity"": 4,
  ""admitted_patient_ids"": [""P000147"", ""P000121"", ""P000180"", ""P000038""],
  ""ranked_patient_ids"": [
    ""P000147"",
    ""P000121"",
    ""P000180"",
    ""P000038"",
    ""P000196"",
    ""P000206"",
    ""P000141"",
    ""P000060"",
    ""P000100"",
    ""P000024"",
    ""P000008"",
    ""P000165""
  ],
  ""rationales"": {
    ""P000147"": ""Triage acuity of 2.0 indicates high urgency."",
    ""P000121"": ""Triage acuity of 2.0 indicates high urgency."",
    ""P000180"": ""Triage acuity of 3.0 indicates moderate urgency, but patient is unstable (last_sbp=136.0)."",
    ""P000038"": ""Triage acuity of 1.0 indicates highest urgency due to hypotension.""
  },
  ""notes"": """"
}"
E00006,ollama,llama3.2:latest,social_worker,ok,2026-04-24T01:09:33.754610+00:00,1,4,"[""P000147"", ""P000121"", ""P000180"", ""P000038""]","[""P000147"", ""P000121"", ""P000180"", ""P000038"", ""P000196"", ""P000206"", ""P000141"", ""P000060"", ""P000100"", ""P000024"", ""P000008"", ""P000165""]","```json
{
  ""episode_id"": ""E00006"",
  ""capacity"": 4,
  ""admitted_patient_ids"": [""P000147"", ""P000121"", ""P000180"", ""P000038""],
  ""ranked_patient_ids"": [
    ""P000147"",
    ""P000121"",
    ""P000180"",
    ""P000038"",
    ""P000196"",
    ""P000206"",
    ""P000141"",
    ""P000060"",
    ""P000100"",
    ""P000024"",
    ""P000008"",
    ""P000165""
  ],
  ""rationales"": {
    ""P000147"": ""High triage acuity and unstable vital signs (e.g., low O2, high BP)."",
    ""P000121"": ""High triage acuity and unstable vital signs (e.g., low O2, high BP)."",
    ""P000180"": ""High triage acuity and unstable vital signs (e.g., low O2, high BP)."",
    ""P000038"": ""Critical condition with hypotension and unstable vital signs.""
  },
  ""notes"": """"
}
```"
E00006,ollama,llama3.2:latest,revenue,ok,2026-04-24T01:09:35.620298+00:00,1,4,"[""P000147"", ""P000121"", ""P000180"", ""P000038""]","[""P000147"", ""P000121"", ""P000180"", ""P000038"", ""P000196"", ""P000206"", ""P000141"", ""P000060"", ""P000100"", ""P000024"", ""P000008"", ""P000165""]","```json
{
  ""episode_id"": ""E00006"",
  ""capacity"": 4,
  ""admitted_patient_ids"": [""P000147"", ""P000121"", ""P000180"", ""P000038""],
  ""ranked_patient_ids"": [
    ""P000147"",
    ""P000121"",
    ""P000180"",
    ""P000038"",
    ""P000196"",
    ""P000206"",
    ""P000141"",
    ""P000060"",
    ""P000100"",
    ""P000024"",
    ""P000008"",
    ""P000165""
  ],
  ""rationales"": {
    ""P000147"": ""Triage acuity of 2.0 indicates moderate urgency, and patient has chest pain and N/V symptoms."",
    ""P000121"": ""Triage acuity of 2.0 indicates moderate urgency, and patient has BRBPR symptoms."",
    ""P000180"": ""Triage acuity of 3.0 indicates high urgency due to leg pain and swelling, and patient is unstable."",
    ""P000038"": ""Triage acuity of 1.0 indicates highest urgency due to hypotension, and patient requires immediate attention.""
  },
  ""notes"": """"
}
```"
E00006,ollama,llama3.2:latest,psychiatry,ok,2026-04-24T01:09:37.416567+00:00,1,4,"[""P000147"", ""P000121"", ""P000180"", ""P000165""]","[""P000147"", ""P000121"", ""P000180"", ""P000165"", ""P000196"", ""P000206"", ""P000141"", ""P000060"", ""P000100"", ""P000024"", ""P000008"", ""P000038""]","```json
{
  ""episode_id"": ""E00006"",
  ""capacity"": 4,
  ""admitted_patient_ids"": [""P000147"", ""P000121"", ""P000180"", ""P000165""],
  ""ranked_patient_ids"": [
    ""P000147"",
    ""P000121"",
    ""P000180"",
    ""P000165"",
    ""P000196"",
    ""P000206"",
    ""P000141"",
    ""P000060"",
    ""P000100"",
    ""P000024"",
    ""P000008"",
    ""P000038""
  ],
  ""rationales"": {
    ""P000147"": ""High triage acuity and unstable vital signs (e.g., tachycardia, hypotension) warrant close monitoring."",
    ""P000121"": ""Severe symptoms (BRBPR) with no caregiver present require immediate attention."",
    ""P000180"": ""Acute leg pain and swelling necessitate prompt evaluation and treatment."",
    ""P000165"": ""Recent fall and leg pain indicate potential orthopedic or neurological instability.""
  },
  ""notes"": """"
}
```"
