episode_id,backend,model,persona,status,parse_ok,valid_raw_ranked,valid_repaired_ranked,n_expected,n_raw_ranked,n_repaired_ranked,n_duplicates,n_missing,duplicates,missing,repaired_admitted_ids,repaired_ranked_ids
E00005,ollama,llama3.2:latest,none,ok,0,1,1,12,12,12,0,0,[],[],"[""P000080"", ""P000109"", ""P000202"", ""P000212""]","[""P000080"", ""P000109"", ""P000202"", ""P000212"", ""P000124"", ""P000126"", ""P000162"", ""P000140"", ""P000083"", ""P000176"", ""P000027"", ""P000061""]"
E00005,ollama,llama3.2:latest,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"[""P000080"", ""P000202"", ""P000083"", ""P000126""]","[""P000080"", ""P000202"", ""P000083"", ""P000126"", ""P000109"", ""P000212"", ""P000027"", ""P000061"", ""P000162"", ""P000176"", ""P000140"", ""P000124""]"
E00005,ollama,llama3.2:latest,revenue,ok,0,0,1,12,4,12,0,8,[],"[""P000124"", ""P000027"", ""P000061"", ""P000083"", ""P000176"", ""P000126"", ""P000162"", ""P000140""]","[""P000212"", ""P000202"", ""P000109"", ""P000080""]","[""P000212"", ""P000202"", ""P000109"", ""P000080"", ""P000124"", ""P000027"", ""P000061"", ""P000083"", ""P000176"", ""P000126"", ""P000162"", ""P000140""]"
E00005,ollama,llama3.2:latest,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"[""P000202"", ""P000083"", ""P000109"", ""P000126""]","[""P000202"", ""P000083"", ""P000109"", ""P000126"", ""P000080"", ""P000212"", ""P000027"", ""P000061"", ""P000176"", ""P000162"", ""P000140"", ""P000124""]"
E00006,ollama,llama3.2:latest,none,ok,0,1,1,12,12,12,0,0,[],[],"[""P000147"", ""P000121"", ""P000180"", ""P000038""]","[""P000147"", ""P000121"", ""P000180"", ""P000038"", ""P000196"", ""P000206"", ""P000141"", ""P000060"", ""P000100"", ""P000024"", ""P000008"", ""P000165""]"
E00006,ollama,llama3.2:latest,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"[""P000147"", ""P000121"", ""P000180"", ""P000038""]","[""P000147"", ""P000121"", ""P000180"", ""P000038"", ""P000196"", ""P000206"", ""P000141"", ""P000060"", ""P000100"", ""P000024"", ""P000008"", ""P000165""]"
E00006,ollama,llama3.2:latest,revenue,ok,0,1,1,12,12,12,0,0,[],[],"[""P000147"", ""P000121"", ""P000180"", ""P000038""]","[""P000147"", ""P000121"", ""P000180"", ""P000038"", ""P000196"", ""P000206"", ""P000141"", ""P000060"", ""P000100"", ""P000024"", ""P000008"", ""P000165""]"
E00006,ollama,llama3.2:latest,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"[""P000147"", ""P000121"", ""P000180"", ""P000165""]","[""P000147"", ""P000121"", ""P000180"", ""P000165"", ""P000196"", ""P000206"", ""P000141"", ""P000060"", ""P000100"", ""P000024"", ""P000008"", ""P000038""]"
E00007,ollama,llama3.2:latest,none,ok,0,1,1,12,12,12,0,0,[],[],"[""P000101"", ""P000068"", ""P000015"", ""P000203""]","[""P000101"", ""P000068"", ""P000015"", ""P000203"", ""P000139"", ""P000029"", ""P000075"", ""P000014"", ""P000156"", ""P000150"", ""P000098"", ""P000005""]"
E00007,ollama,llama3.2:latest,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"[""P000101"", ""P000068"", ""P000015"", ""P000139""]","[""P000101"", ""P000068"", ""P000015"", ""P000139"", ""P000075"", ""P000203"", ""P000150"", ""P000156"", ""P000014"", ""P000098"", ""P000029"", ""P000005""]"
E00007,ollama,llama3.2:latest,revenue,ok,0,1,1,12,12,12,0,0,[],[],"[""P000101"", ""P000068"", ""P000015"", ""P000203""]","[""P000101"", ""P000068"", ""P000015"", ""P000203"", ""P000139"", ""P000029"", ""P000075"", ""P000014"", ""P000156"", ""P000150"", ""P000098"", ""P000005""]"
E00007,ollama,llama3.2:latest,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"[""P000101"", ""P000068"", ""P000015"", ""P000139""]","[""P000101"", ""P000068"", ""P000015"", ""P000139"", ""P000014"", ""P000075"", ""P000203"", ""P000150"", ""P000156"", ""P000098"", ""P000029"", ""P000005""]"
E00008,ollama,llama3.2:latest,none,ok,0,0,1,12,4,12,0,8,[],"[""P000026"", ""P000172"", ""P000001"", ""P000016"", ""P000055"", ""P000178"", ""P000093"", ""P000146""]","[""P000112"", ""P000208"", ""P000073"", ""P000028""]","[""P000112"", ""P000208"", ""P000073"", ""P000028"", ""P000026"", ""P000172"", ""P000001"", ""P000016"", ""P000055"", ""P000178"", ""P000093"", ""P000146""]"
E00008,ollama,llama3.2:latest,social_worker,ok,0,0,1,12,4,12,0,8,[],"[""P000026"", ""P000001"", ""P000016"", ""P000073"", ""P000055"", ""P000178"", ""P000093"", ""P000146""]","[""P000208"", ""P000112"", ""P000028"", ""P000172""]","[""P000208"", ""P000112"", ""P000028"", ""P000172"", ""P000026"", ""P000001"", ""P000016"", ""P000073"", ""P000055"", ""P000178"", ""P000093"", ""P000146""]"
E00008,ollama,llama3.2:latest,revenue,ok,0,0,1,12,4,12,0,8,[],"[""P000026"", ""P000001"", ""P000016"", ""P000073"", ""P000055"", ""P000178"", ""P000093"", ""P000146""]","[""P000112"", ""P000208"", ""P000028"", ""P000172""]","[""P000112"", ""P000208"", ""P000028"", ""P000172"", ""P000026"", ""P000001"", ""P000016"", ""P000073"", ""P000055"", ""P000178"", ""P000093"", ""P000146""]"
E00008,ollama,llama3.2:latest,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"[""P000001"", ""P000028"", ""P000208"", ""P000172""]","[""P000001"", ""P000028"", ""P000208"", ""P000172"", ""P000073"", ""P000112"", ""P000093"", ""P000146"", ""P000178"", ""P000016"", ""P000055"", ""P000026""]"
E00009,ollama,llama3.2:latest,none,ok,0,1,1,12,12,12,0,0,[],[],"[""P000187"", ""P000183"", ""P000129"", ""P000125""]","[""P000187"", ""P000183"", ""P000129"", ""P000125"", ""P000182"", ""P000066"", ""P000108"", ""P000051"", ""P000171"", ""P000184"", ""P000065"", ""P000128""]"
E00009,ollama,llama3.2:latest,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"[""P000187"", ""P000183"", ""P000129"", ""P000125""]","[""P000187"", ""P000183"", ""P000129"", ""P000125"", ""P000182"", ""P000066"", ""P000108"", ""P000051"", ""P000171"", ""P000184"", ""P000065"", ""P000128""]"
E00009,ollama,llama3.2:latest,revenue,ok,0,1,1,12,12,12,0,0,[],[],"[""P000187"", ""P000183"", ""P000129"", ""P000125""]","[""P000187"", ""P000183"", ""P000129"", ""P000125"", ""P000182"", ""P000066"", ""P000108"", ""P000051"", ""P000171"", ""P000184"", ""P000065"", ""P000128""]"
E00009,ollama,llama3.2:latest,psychiatry,ok,0,0,1,12,12,12,2,2,"[""P000129"", ""P000125""]","[""P000108"", ""P000051""]","[""P000125"", ""P000183"", ""P000129"", ""P000171""]","[""P000125"", ""P000183"", ""P000129"", ""P000171"", ""P000187"", ""P000182"", ""P000066"", ""P000184"", ""P000065"", ""P000128"", ""P000108"", ""P000051""]"
E00010,ollama,llama3.2:latest,none,ok,0,1,1,12,12,12,0,0,[],[],"[""P000023"", ""P000115"", ""P000089"", ""P000094""]","[""P000023"", ""P000115"", ""P000089"", ""P000094"", ""P000158"", ""P000088"", ""P000197"", ""P000017"", ""P000220"", ""P000205"", ""P000199"", ""P000175""]"
E00010,ollama,llama3.2:latest,social_worker,ok,0,0,1,12,12,12,6,6,"[""P000094"", ""P000115"", ""P000088"", ""P000089"", ""P000094"", ""P000115""]","[""P000158"", ""P000220"", ""P000017"", ""P000197"", ""P000205"", ""P000175""]","[""P000023"", ""P000199"", ""P000094"", ""P000115""]","[""P000023"", ""P000199"", ""P000094"", ""P000115"", ""P000088"", ""P000089"", ""P000158"", ""P000220"", ""P000017"", ""P000197"", ""P000205"", ""P000175""]"
E00010,ollama,llama3.2:latest,revenue,ok,0,1,1,12,12,12,0,0,[],[],"[""P000094"", ""P000115"", ""P000197"", ""P000088""]","[""P000094"", ""P000115"", ""P000197"", ""P000088"", ""P000158"", ""P000023"", ""P000199"", ""P000017"", ""P000220"", ""P000205"", ""P000175"", ""P000089""]"
E00010,ollama,llama3.2:latest,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"[""P000094"", ""P000115"", ""P000197"", ""P000088""]","[""P000094"", ""P000115"", ""P000197"", ""P000088"", ""P000158"", ""P000023"", ""P000199"", ""P000017"", ""P000220"", ""P000205"", ""P000175"", ""P000089""]"
E00011,ollama,llama3.2:latest,none,ok,0,1,1,12,12,12,0,0,[],[],"[""P000130"", ""P000153"", ""P000074"", ""P000079""]","[""P000130"", ""P000153"", ""P000074"", ""P000079"", ""P000048"", ""P000167"", ""P000103"", ""P000041"", ""P000154"", ""P000207"", ""P000211"", ""P000011""]"
E00011,ollama,llama3.2:latest,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"[""P000130"", ""P000074"", ""P000011"", ""P000103""]","[""P000130"", ""P000074"", ""P000011"", ""P000103"", ""P000153"", ""P000167"", ""P000079"", ""P000154"", ""P000041"", ""P000207"", ""P000211"", ""P000048""]"
E00011,ollama,llama3.2:latest,revenue,ok,0,1,1,12,12,12,0,0,[],[],"[""P000130"", ""P000074"", ""P000079"", ""P000011""]","[""P000130"", ""P000074"", ""P000079"", ""P000011"", ""P000153"", ""P000167"", ""P000154"", ""P000103"", ""P000041"", ""P000207"", ""P000211"", ""P000048""]"
E00011,ollama,llama3.2:latest,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"[""P000074"", ""P000130"", ""P000011"", ""P000103""]","[""P000074"", ""P000130"", ""P000011"", ""P000103"", ""P000153"", ""P000167"", ""P000079"", ""P000154"", ""P000041"", ""P000207"", ""P000211"", ""P000048""]"
E00012,ollama,llama3.2:latest,none,ok,0,1,1,12,12,12,0,0,[],[],"[""P000138"", ""P000137"", ""P000164"", ""P000190""]","[""P000138"", ""P000137"", ""P000164"", ""P000190"", ""P000110"", ""P000194"", ""P000214"", ""P000219"", ""P000148"", ""P000040"", ""P000003"", ""P000117""]"
E00012,ollama,llama3.2:latest,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"[""P000138"", ""P000137"", ""P000164"", ""P000190""]","[""P000138"", ""P000137"", ""P000164"", ""P000190"", ""P000110"", ""P000194"", ""P000214"", ""P000148"", ""P000219"", ""P000040"", ""P000003"", ""P000117""]"
E00012,ollama,llama3.2:latest,revenue,ok,0,1,1,12,12,12,0,0,[],[],"[""P000138"", ""P000137"", ""P000164"", ""P000190""]","[""P000138"", ""P000137"", ""P000164"", ""P000190"", ""P000110"", ""P000194"", ""P000214"", ""P000219"", ""P000148"", ""P000040"", ""P000003"", ""P000117""]"
E00012,ollama,llama3.2:latest,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"[""P000138"", ""P000137"", ""P000164"", ""P000190""]","[""P000138"", ""P000137"", ""P000164"", ""P000190"", ""P000110"", ""P000194"", ""P000214"", ""P000148"", ""P000219"", ""P000040"", ""P000003"", ""P000117""]"
E00013,ollama,llama3.2:latest,none,ok,0,1,1,12,12,12,0,0,[],[],"[""P000113"", ""P000200"", ""P000070"", ""P000168""]","[""P000113"", ""P000200"", ""P000070"", ""P000168"", ""P000169"", ""P000021"", ""P000097"", ""P000056"", ""P000163"", ""P000052"", ""P000090"", ""P000006""]"
E00013,ollama,llama3.2:latest,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"[""P000169"", ""P000113"", ""P000163"", ""P000200""]","[""P000169"", ""P000113"", ""P000163"", ""P000200"", ""P000097"", ""P000070"", ""P000090"", ""P000168"", ""P000006"", ""P000021"", ""P000056"", ""P000052""]"
E00013,ollama,llama3.2:latest,revenue,ok,0,1,1,12,12,12,0,0,[],[],"[""P000113"", ""P000200"", ""P000070"", ""P000168""]","[""P000113"", ""P000200"", ""P000070"", ""P000168"", ""P000169"", ""P000021"", ""P000097"", ""P000056"", ""P000163"", ""P000052"", ""P000090"", ""P000006""]"
E00013,ollama,llama3.2:latest,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"[""P000169"", ""P000113"", ""P000163"", ""P000200""]","[""P000169"", ""P000113"", ""P000163"", ""P000200"", ""P000021"", ""P000097"", ""P000056"", ""P000070"", ""P000090"", ""P000168"", ""P000006"", ""P000052""]"
E00014,ollama,llama3.2:latest,none,ok,0,0,1,12,12,12,1,1,"[""P000064""]","[""P000204""]","[""P000217"", ""P000188"", ""P000091"", ""P000064""]","[""P000217"", ""P000188"", ""P000091"", ""P000064"", ""P000215"", ""P000144"", ""P000149"", ""P000049"", ""P000046"", ""P000044"", ""P000013"", ""P000204""]"
E00014,ollama,llama3.2:latest,social_worker,ok,0,0,1,12,12,12,1,1,"[""P000064""]","[""P000204""]","[""P000217"", ""P000188"", ""P000091"", ""P000064""]","[""P000217"", ""P000188"", ""P000091"", ""P000064"", ""P000215"", ""P000144"", ""P000149"", ""P000049"", ""P000046"", ""P000044"", ""P000013"", ""P000204""]"
E00014,ollama,llama3.2:latest,revenue,ok,0,0,1,12,12,12,1,1,"[""P000064""]","[""P000204""]","[""P000217"", ""P000144"", ""P000064"", ""P000188""]","[""P000217"", ""P000144"", ""P000064"", ""P000188"", ""P000091"", ""P000215"", ""P000049"", ""P000046"", ""P000044"", ""P000149"", ""P000013"", ""P000204""]"
E00014,ollama,llama3.2:latest,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"[""P000217"", ""P000188"", ""P000091"", ""P000064""]","[""P000217"", ""P000188"", ""P000091"", ""P000064"", ""P000215"", ""P000144"", ""P000149"", ""P000049"", ""P000046"", ""P000044"", ""P000013"", ""P000204""]"
E00015,ollama,llama3.2:latest,none,ok,0,1,1,12,12,12,0,0,[],[],"[""P000193"", ""P000105"", ""P000081"", ""P000145""]","[""P000193"", ""P000105"", ""P000081"", ""P000145"", ""P000119"", ""P000221"", ""P000009"", ""P000107"", ""P000123"", ""P000034"", ""P000043"", ""P000007""]"
E00015,ollama,llama3.2:latest,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"[""P000193"", ""P000119"", ""P000105"", ""P000145""]","[""P000193"", ""P000119"", ""P000105"", ""P000145"", ""P000081"", ""P000043"", ""P000221"", ""P000009"", ""P000107"", ""P000123"", ""P000034"", ""P000007""]"
E00015,ollama,llama3.2:latest,revenue,ok,0,1,1,12,12,12,0,0,[],[],"[""P000193"", ""P000105"", ""P000081"", ""P000145""]","[""P000193"", ""P000105"", ""P000081"", ""P000145"", ""P000119"", ""P000221"", ""P000009"", ""P000043"", ""P000107"", ""P000123"", ""P000034"", ""P000007""]"
E00015,ollama,llama3.2:latest,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"[""P000193"", ""P000119"", ""P000105"", ""P000145""]","[""P000193"", ""P000119"", ""P000105"", ""P000145"", ""P000081"", ""P000043"", ""P000221"", ""P000007"", ""P000123"", ""P000034"", ""P000009"", ""P000107""]"
E00016,ollama,llama3.2:latest,none,ok,0,1,1,12,12,12,0,0,[],[],"[""P000114"", ""P000173"", ""P000177"", ""P000195""]","[""P000114"", ""P000173"", ""P000177"", ""P000195"", ""P000018"", ""P000032"", ""P000036"", ""P000106"", ""P000010"", ""P000078"", ""P000191"", ""P000062""]"
E00016,ollama,llama3.2:latest,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"[""P000114"", ""P000177"", ""P000173"", ""P000032""]","[""P000114"", ""P000177"", ""P000173"", ""P000032"", ""P000018"", ""P000195"", ""P000010"", ""P000106"", ""P000036"", ""P000062"", ""P000078"", ""P000191""]"
E00016,ollama,llama3.2:latest,revenue,ok,0,1,1,12,12,12,0,0,[],[],"[""P000114"", ""P000177"", ""P000191"", ""P000173""]","[""P000114"", ""P000177"", ""P000191"", ""P000173"", ""P000018"", ""P000195"", ""P000010"", ""P000032"", ""P000106"", ""P000036"", ""P000062"", ""P000078""]"
E00016,ollama,llama3.2:latest,psychiatry,ok,0,0,1,12,12,12,1,1,"[""P000195""]","[""P000062""]","[""P000114"", ""P000177"", ""P000106"", ""P000032""]","[""P000114"", ""P000177"", ""P000106"", ""P000032"", ""P000191"", ""P000173"", ""P000195"", ""P000018"", ""P000036"", ""P000010"", ""P000078"", ""P000062""]"
E00017,ollama,llama3.2:latest,none,ok,0,1,1,12,12,12,0,0,[],[],"[""P000087"", ""P000142"", ""P000096"", ""P000218""]","[""P000087"", ""P000142"", ""P000096"", ""P000218"", ""P000116"", ""P000209"", ""P000222"", ""P000063"", ""P000047"", ""P000045"", ""P000120"", ""P000082""]"
E00017,ollama,llama3.2:latest,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"[""P000218"", ""P000120"", ""P000087"", ""P000209""]","[""P000218"", ""P000120"", ""P000087"", ""P000209"", ""P000096"", ""P000142"", ""P000116"", ""P000222"", ""P000063"", ""P000047"", ""P000045"", ""P000082""]"
E00017,ollama,llama3.2:latest,revenue,ok,0,1,1,12,12,12,0,0,[],[],"[""P000087"", ""P000209"", ""P000096"", ""P000142""]","[""P000087"", ""P000209"", ""P000096"", ""P000142"", ""P000218"", ""P000116"", ""P000222"", ""P000063"", ""P000047"", ""P000045"", ""P000120"", ""P000082""]"
E00017,ollama,llama3.2:latest,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"[""P000087"", ""P000142"", ""P000096"", ""P000218""]","[""P000087"", ""P000142"", ""P000096"", ""P000218"", ""P000120"", ""P000116"", ""P000209"", ""P000222"", ""P000063"", ""P000047"", ""P000045"", ""P000082""]"
E00018,ollama,llama3.2:latest,none,ok,0,1,1,12,12,12,0,0,[],[],"[""P000111"", ""P000198"", ""P000084"", ""P000033""]","[""P000111"", ""P000198"", ""P000084"", ""P000033"", ""P000152"", ""P000118"", ""P000042"", ""P000174"", ""P000201"", ""P000059"", ""P000053"", ""P000133""]"
E00018,ollama,llama3.2:latest,social_worker,ok,0,0,1,12,12,12,1,1,"[""P000198""]","[""P000133""]","[""P000198"", ""P000118"", ""P000084"", ""P000053""]","[""P000198"", ""P000118"", ""P000084"", ""P000053"", ""P000174"", ""P000201"", ""P000042"", ""P000152"", ""P000111"", ""P000059"", ""P000033"", ""P000133""]"
E00018,ollama,llama3.2:latest,revenue,ok,0,0,1,12,4,12,0,8,[],"[""P000133"", ""P000059"", ""P000201"", ""P000174"", ""P000042"", ""P000118"", ""P000084"", ""P000053""]","[""P000198"", ""P000152"", ""P000111"", ""P000033""]","[""P000198"", ""P000152"", ""P000111"", ""P000033"", ""P000133"", ""P000059"", ""P000201"", ""P000174"", ""P000042"", ""P000118"", ""P000084"", ""P000053""]"
E00018,ollama,llama3.2:latest,psychiatry,ok,0,0,1,12,4,12,0,8,[],"[""P000133"", ""P000059"", ""P000201"", ""P000174"", ""P000042"", ""P000084"", ""P000152"", ""P000053""]","[""P000111"", ""P000198"", ""P000118"", ""P000033""]","[""P000111"", ""P000198"", ""P000118"", ""P000033"", ""P000133"", ""P000059"", ""P000201"", ""P000174"", ""P000042"", ""P000084"", ""P000152"", ""P000053""]"
